,Unnamed: 0,qid,Label,Questions
251,,03e4eeb4c67e232e19f4,3.0,Why is President Obama pardoning terrorist from Gitmo?
252,,03e64f86ec48985e5862,1.0,Should we force prisoners to work in the fields instead of them being lazy all day in prision?
253,,03e6ba98d4d87ee40aba,5.0,Wнy are мoѕт вoyѕ мore ѕтυpιd тнan gιrlѕ?
254,,03e7c5f3e60ec834566d,1.0,Is it normal not to want to be a girl's father? A girl gives a lot of work. I'd rather have a boy which gives less work. Is it normal?
255,,03e9f5a4c4166346b771,1.0,Why are parents today so lazy?
256,,03eb9602f910d8245eee,1.0,Do Asian-Americans face more racism from whites or blacks?
257,,03ec11afc1c9964d6d2e,1.0,"With the knowledge of widespread sexual abuse by powerful men, and the willingness to suppress the truth how can we trust the media? ""'everybody at NBC knew' about Lauer's alleged sexual misconduct""."
258,,03ed603f959e7cc55cf6,3.0,"Is India destined to remain in the grip of superstition because of 100 percent control of Hindu religion by Brahmins? When can India get freedom from vice like grip of India's exploiter Brahmins, Khatriyas & Vaishyas?"
259,,03ef17b95ad309d78657,3.0,Why do liberals sympathize more with criminals than with victims of crime?
260,,03ef916fd8e6fa83f07a,2.0,How do you seduce a jain ca?
261,,03f04bd0abe6b8ce6ba1,3.0,How many Israeli children have to die in order for the world to see that Hamas is evil?
262,,03f171072182d732d237,1.0,Does this video mean that Trump is Jewish?
263,,03f183434a5aabbb7f48,1.0,Why is no one Protesting against AP Government for interferring in Venkateswara Temple rituels are Hindus Ignorant?
264,,03f2eaa2913ec0b36408,3.0,Why do Trump voters want Russia to control the United States?
265,,03f3b2dce6cb1e83f382,3.0,"Why are the American Police so cruel and deadly towards black community? Is it a racial crisis what USA is living today, especially after the death of Stephon Clark?"
266,,03f4e132bb0302aa1dcb,1.0,Why are New Zealand females like getting married before 22 years or getting pregnate before they hit 19 years?
267,,03f548b2ee047b21d2f3,3.0,"What do you think about D. Trump with his mind, political actions, and other features? Do you think he is a normal human being?"
268,,03f54e2b5016728dc8b4,2.0,Are there certain instances where rape is acceptable?
269,,03f57dc5136cb02a1224,1.0,When will China relax its visa regime towards Pakistani citizens? This is hurting Chinese tourism hugely.
270,,03f7915c7436a814548b,1.0,Why do people hate Donald Trump? To me it seems like his economic policy is good for all.
271,,03f96fbf040c42b48581,3.0,How do you get a liberal to realize how stupid their beliefs are?
272,,03fb0e05e50b4237eb9e,1.0,Did Trump sexually abuse Chelsea Clinton?
273,,03fbbe0c673f7e66f1e5,3.0,"Why are there never any female sewer workers, coal miners, tree trimmers or construction workers? Do women really feel too good for these jobs?"
274,,03fc715198f15c52c38a,1.0,Why do people older than 50 on Quora write answers without bluntness and clarity? There is some sort of overburdening writing style.
275,,03fdbf7047d365dcec81,1.0,Does the Prime Minister think Trump is smart enough to understand your laws just because you say you are satisfied with them?
276,,03fde464628c4c4353b5,2.0,Why aren't the Japanese having sex?
277,,03fdfe1e5405bd644ba4,1.0,"As George Washington was a slave owner and his name is a symbol of black suppression, is the United States going to rename its capital city or is it going to continue to glorify a slave owner?"
278,,03ffd6cfe5e590883de2,4.0,"If you lost your Christian faith and beliefs, would you immediately, or eventually, embark on a crime and/or immorality spree?"
279,,03ffd9f3a534a2329dec,2.0,Is a 6.3 erect dick for a 13-year-old too big?
280,,040183670ffb8b797d45,1.0,Why do boys treat fat girls badly?
281,,04067318daefa5afe3b7,2.0,Do big truck drivers have small penises?
282,,0406e22cfe560c3d9ad1,3.0,Are there peaceful republicans? It seems like even the religious rights want to wage war on the government.
283,,04090af194646a566ad2,3.0,"Why do most folks on the left have this ""holier than thou"" attitude? Does the right have this as well?"
284,,04092605e2936c08d902,1.0,Should Iranian Azerbaijan and Kurdistan create a joint military and attack the occupying Iranian terrorists?
285,,040942a7bf24f955e970,1.0,How likely is it that a gay man will have long hair?
286,,040a8ec62146cf10a5ad,1.0,"Howcome people are so stupid that they follow person like Guru Ram Rahim, or for that matter any kind of such people?"
287,,040bbc0a129381796e1b,1.0,Do Turks in general realize that they don't have the right to force Kurdish people to become Turkish?
288,,040c05a025218d1d4f1b,1.0,Why are girls selfish in college?
289,,040c06d10b089ad73d22,1.0,Do men make better leaders than women in politics?
290,,040cadd1c042e077dfc3,3.0,"Why are theists so threatened by atheism that they call their very existence an attack on theism? I’m referring to the fact that I constantly see quoran questions asking why atheists are attacking, yet I’ve seen no such attacks by said atheists."
291,,040dadb3849ece875fe9,1.0,Why do Democrats think Obama didn't trade cash for hostages?
292,,040db1f3cd9fd8425a3b,1.0,"Have you heard that God used minister David Hogan to raise more then 200 people from the death in Jesus name, what more evidence you need to start believing in God existance?"
293,,040db209acef07cc692a,1.0,What is the main reason for a high illiteracy rate in the Muslim population?
294,,040e7097c85677cd0407,1.0,Why do Iranians sabotage my questions about Iran's nuclear program?
295,,040f84c4dbce38fc7af0,1.0,Why do Sunni Muslims and Shia Muslims hate each other?
296,,04108b0bedf12b2f62a9,1.0,"Every Hindu tells you that ""Hinduism is not a religion. It is a way of life"", but then they blame those Hindus who are choosing a religion like Christianity or Islam. Isn't that a hypocrisy on the Hindu's part?"
297,,041159cdd9f4e3745771,3.0,"Are Spaniards basically white Latin Americans since they fit in more with Latin America, rather then Europe?"
298,,0412f0fff7db9f6d8234,1.0,"Clearly, technically, Trump is not a moron, but could he be described as a case of arrested development?"
299,,0413ec98d167081656af,1.0,Would Public Enemy's Chuck D or Kendrick Lamar be a better U.S. President than Barack Obama?
300,,04144990d690c7ea213f,1.0,Why does the left wing in Britain continue to seek to defy the democratic will of the people with regard to leaving the EU?
301,,04151977259589f4e309,1.0,"Could a ""Trump Wall"" in Sweden be necessary to keep terrorists from entering the country through Denmark?"
302,,041670d081be39f8d8bc,1.0,What's with Trey Gowdy's soulless shark eyes?
303,,04180cade5baaef06dd9,1.0,Are Alabama people part of the nitrogen cycle?
304,,0418557e87e00f61afb1,1.0,Why don't all black people move back to Africa and all white people to Europe?
305,,041937fa9eca6d09ce76,2.0,"If you get your mother pregnant, what would you call the baby? Your child, or your sibling?"
306,,04197a773e1ba47740d1,1.0,Is kindness the excuse social justice warriors use when they want to control what other people say?
307,,0419c88ef71f0859b68c,4.0,"I am heterosexual, how might I experience all the joys of a relationship with a woman, without ever going near a woman or communicating with a woman at all?"
308,,041aa6eacc0f245200a7,1.0,What is the average IQ of Christians?
309,,041ab2d323d554a8bbf9,2.0,What do I do to be more confident about showing my bare chest?
310,,041cac53df68d3872c7a,1.0,Why are westerners obsessed with gay?
311,,041f956972a870d8ea9e,1.0,How do Indians make India dirty?
312,,0420aaaeb6a814eb34dd,1.0,"To any cops. Why do you all seem to love the word ""relax"" so much? Are you told in training to use that word in particular? It drives me crazy! Also, why tell an arrested person to ""sit tight…ok. We'll be right with you."" Um, there in cuffs dummy!"
313,,042128841581377090d8,5.0,Would a guy be able to kill a girl if she left him or ignored him?
314,,0423435202329535c5bb,4.0,What is the purpose of hiding the fact that the Earth is flat?
315,,0423f4ef3ff169aea3d2,1.0,Why most of Bhapa Sikhs are against Dasam Granth?
316,,0426610ef3ac21aadd86,1.0,How do Germans feel about their crimes against the Slavs?
317,,0426c2757b9c92bdcf18,3.0,"Aside from fascism and the genocide carry out against all non-white people in America, what things from America can Americans be most proud of?"
318,,04279470c6586ab7278a,1.0,Will MS. Clinton and Obama be tried separately?
319,,0428d013711bd3647ac3,1.0,Why does a woman's fart smell worse than a man’s?
320,,04291ce58e25a9ba5c3e,1.0,"Why are most of you so bitter, and why do you think people suffering from BPD are at fault for that? Why do you lack empathy towards us but judge us for our symptoms? Do any of you even know what BPD is? Grow thicker skin."
321,,04292c47553af8764dfb,1.0,Is the claim true that Nelson Mandela was nothing more than a strident terrorist?
322,,042ab06cb43053c4d36a,1.0,"Does Australian, American and europion consider Indian subcontinent people as inferior?"
323,,042c830828283acf9479,3.0,"Why is it bad to criticize Jews, women, and black people?"
324,,042e45185251afc3417a,2.0,Is it okay to have sex with brother with all the safety protection?
325,,042ea879fd4894edce88,1.0,"How do Democratic legislators rationalize saying they aren't trying to ban guns, when it is plain that that is their ultimate goal?"
326,,042ec69e74601e153813,1.0,Do you think US politicians will start thinking about US citizens and stop worrying about themselves?
327,,042f609a756ab486b130,1.0,Why do Indians hate Bengalis?
328,,042fc53b4646c26b81e2,1.0,What are your thoughts on Larry Sinclair testifying of homosexual relations with the then Sen. Obama and his book detailing it along with drugs they did together?
329,,04313f40d602f6582a9d,3.0,"Do Republicans who voted for Trump realize that when he stated “I could stand in the middle of 5th Avenue and shoot somebody and I wouldn’t lose voters.” he was looking down on them, insulting their intelligence and morals?"
330,,0432b45633efd5b56ba4,5.0,What is the average IQ of an NRA member?
331,,04340ee0ca6cdfac95e2,2.0,Why do wives think?they can stop having sex and thier husband will just stay home and put up with it.
332,,0434105d119d219d973a,1.0,Whydid the European judge the Indian why Indian did not judge them?
333,,0434188cf1ec831db01a,1.0,Indian Army Canteen has banned Patanjali products so does Indian Army should go to Pakistan for being unpatriotic?
334,,0434420c635a54b31846,3.0,Does Texas Board Of Education theocrat tyrant Louis Gohmert have a sub-80 IQ?
335,,04345f35e79177fd8db6,3.0,"Why is it that Maxine Waters lives in an expensive residence, and most of those who she represents live in shabby homes? Shouldn’t she live the way the people who vote for her?"
336,,0434638073b915633658,1.0,Why do north Indians lack in character and virtue?
337,,0434c406d50c84beccf6,1.0,"Now that the Taliban have defeated both the Soviets and the U.S.A., Are they considered to be the world's greatest military force by the experts?"
338,,0435c1b4031875e70c58,0.0,"How I can disable anonymous questions from my questions feed? I don't want to read spam of Russian troll farm, from Lakhta, St. Petersburg."
339,,0436aa33b9bbaeba3917,3.0,Christians make common cause with Muslims and against the RSS in India. Would they prefer is to live in a India that becomes a Muslim-majority nation like Pakistan?
340,,04378558f65b8681503e,1.0,"Are the leaders of the Brexit coup all traitors? if so, what should be the punishment for their treason?"
341,,0437fbdb00129d4ebdbb,5.0,Why women would want to get abortion? I want to make my friend change her mind.
342,,043ce12d5844be22d891,3.0,Do the French think that Greeks are gay because of homosexuality in Ancient Greece?
343,,043d081170cc02bb2ea6,5.0,It is not the 21st century! Why do people keep saying so?
344,,043ec4366b26883a90c2,1.0,"Now (Trump or Rocket Man), who has the biggest head in the world?"
345,,043fe8450b400694e80d,1.0,Why don't countries like Sweden pay down the US national debt since we pay to protect them?
346,,0440bc3e07c6ebe88840,1.0,How do Iranian people feel about gays and lesbians? Do they think both groups should forever disappear and be hidden from the world?
347,,0440ed635b6403d81c22,1.0,Why do atheists ignore all the evidence which doesn't support their beliefs?
348,,044236fc2df57b20f90d,1.0,Is it good to be a brainwashed sycophant/punk that doesn't even try to think for themselves?
349,,04427944c1969a996d59,1.0,Why does Donald trump hate Mexicans so much to the point of building a wall?
350,,0442e7813affbf32ae73,4.0,"If 1+1 = 3, then why do gay cows have red thoughts while dreaming?"
351,,0443c06edebbb7a1e051,2.0,Is it necessary that I should fuck my mom?
352,,04461bab1f06cdf46b1f,1.0,"If you think about it, did Hitler do anything wrong, or was he just trying to keep the race nice and strong?"
353,,0446741b9bedac62b02d,1.0,Don't the tolerant Muslims of India feel ashamed of their fellow brother Muslims traitors being hypocritic and supporting our enemy countries?
354,,04488a34d8be5c121eb9,1.0,Why are Indian people so afraid of hard work?
355,,04492533cb56aea43a71,1.0,Why do so many Americans feel such a strong genocidal hatred toward illegal immigrants?
356,,044951cc7b2c49346b51,1.0,"How is it that the average American knows nothing about the rest of the world, or the history of the world?"
357,,0449aab081a34290f5c0,1.0,Why does the healthcare system in Canada have such a long wait?
358,,044a32d16848bcd3dd3e,1.0,Why do many Christians say that Hindus pray to Satan?
359,,044ce950aea6ef752cbc,1.0,Why do black people have weird hair types?
360,,044da6ec97699c028e7b,4.0,Which good ingredients include in hair Eternity?
361,,044f14bb97e66a906eb7,1.0,Why are Sri Lankan Tamils darker than Indian Tamils?
362,,044f68066d80722b1154,1.0,Why are white women so difficult to deal with in general?
363,,044fa7ce29b3c60d818d,1.0,Why do women assume that all involuntarily celibate men feel entitled to sex?
364,,04500158d9b8260d96b5,1.0,Why do Muslims join US military when they kill innocent Muslims and are at war with Islam?
365,,04508c844451c18d129f,1.0,Why can't gay people accept bisexuals?
366,,045339894af07a08cfed,1.0,Are we unlucky that a person like Modi hasn't written our constitution in place of Ambedkar?
367,,045346709def34ae2b80,1.0,Why are there so many Western sub-human logic that Russia supporting legitimate Syria government is not legal & Western's supporting anti-Syria government terrorists are legal?
368,,0455194f8f0cb0274a11,1.0,Why are male professors more considerate and helping while some female teachers are rude with me?
369,,0455c397dbf75420c6f7,5.0,Do you pay in change because you are so dirt poor because of a mentally ill shopping problem?
370,,04561be09b0cd76805f9,0.0,What is it that Indian youth are collectively doing wrong?
371,,045665b532696fc74c72,1.0,"Why is black pride considered ok, but white pride is racist?"
372,,0456761ba8a0350c62a9,1.0,Why the average intelligence of blacks are so low?
373,,04579fc35e753d0cb896,3.0,Why are all the great Muslim scientists like Ibn Sina Sunni and not Shia (many shias make tall claims of them being intellectual and intelligent compared to Sunnis but all the great Muslim scientists are sunni)?
374,,0459b022faf085c8c7cc,1.0,"How likely in the future that Russia will never become a Western-style dysfunctional and blind date democratic shooting, bombing, and raping democracy?"
375,,0459ee4aa4f5585e6dd4,1.0,Does the USA have enough rods from God to take out the North Korean conventional artillery aimed at Seoul?
376,,045a9aee382ed1977afd,1.0,Why do people get offended when others point out how ignorant ebonics sounds?
377,,045ad00babda894b7c90,5.0,Why is it so complex to chat with girls?
378,,045afaffe78fe6b365b0,5.0,Does Indians have clothes?
379,,045b1fe297df0bd9c39a,1.0,"Why do people consider starting business in America when it makes no ethical sense? When they could just start one overseas, highering workers for a fraction of the costs. Without the rules, politics, and regulations."
380,,045b63f71b4c7b6f18a2,1.0,What are the chances of finding 5 people on Quora which are not total snowflake leftists progressive liberals?
381,,045c5a6c3d3230fb4d59,2.0,Why am I so obsessed about having fantasies and role-playing with other women about fucking my mother?
382,,045ebfa23c758fe868d8,1.0,Are Americans who refuse to join the military spineless cowards?
383,,04605d9acfdecee8c23a,3.0,What is the best way to make republicans mad?
384,,046068b0d11214508d9c,3.0,Why do feminist think that if they start being cunts people will start respecting them?
385,,04617a508787f8deaee2,1.0,Do you think it seems like black people are somewhat friendlier and happier than white people in general? Why do you think this is?
386,,0461a6722d19b51e9557,3.0,Were racist 'watermelon/chicken' jokes ever associated with or aimed at poor southern whites?
387,,0461ebc04ee59d086a8e,2.0,How do Pashtuns reconcile Islam with pederasty?
388,,0463139618e052c0b791,0.0,What are some cases of Trump supporters causing violence?
389,,046321de08018b683b6f,1.0,"Why is Jinping the biggest serial ra-apist & the religious murder leader of the world, after Mao?"
390,,046633b7ce8e34f4dd33,1.0,"Has Trump ever been nicknamed a ""steely-eyed missile man"", based on the golden details about him in the dossier?"
391,,0467195089b2e058aab8,1.0,Why do people side with that whore Monica Lewinski?
392,,0468f4fbb0d7a74f06a0,1.0,"Why are Atheists so adamant that no divinity exists, if they supposedly don't care believe in the concepts of religion anyway? Or are they usually Agnostics parading as atheist to fit into a secular society, seeking spiritual answers?"
393,,04698b16c314ef39d0bc,1.0,Is Quora a good venue for liberals to come and feel safe from a Trump presidency and share their symptoms of Trump Derangement Syndrome?
394,,046a1634a82ce0e6dea5,1.0,Which biblical book is immoral?
395,,046c333004c7e7a5d0fc,4.0,"Is it wrong to push someone on to the train tracks in a subway, if they are in your way?"
396,,046c911fea6f24cbe1bf,1.0,Should Christians try to live up to the high moral standards put forth by Jesus Christ? Or is a lifetime of sin and debauchery perfectly acceptable because God forgives you whenever you pray in the name of the Savior?
397,,046cb0adb670d9c3f179,2.0,How can I have sex with my mom? What are the best sex positions?
398,,046dacb2ec86a8f0b8cc,1.0,Why don't East Asians believe in racial equality? Haven't they suffered enough from White supremacy?
399,,046dfba0fcbb98a879a6,1.0,Can we thank the millennials for Donald Trump?
400,,046e83b5fcf1c816901e,1.0,Is it true that gay crimes are worse than rape?
401,,0470841597955f8a7da4,1.0,Are the pandas symbol of racial harmony among Whites and Blacks?
402,,04719df4ddd616e12b3c,1.0,When did DNC chairman Tom Perez go crazy?
403,,0472f65a58977d22658c,1.0,Does any one else laugh when they watch cnn because of the ignorance and lies reported by cnn?
404,,047365a5ab1c90045385,1.0,"If Hitler was a Catholic, why did he kill himself? Only mentally weak people do it."
405,,04740bee6990bcb05bb3,3.0,Why is Pakistan treated globally with derision and suspicion? PART II
406,,047427f496c226b06794,1.0,Is it really true that Islam is the best religion for human?
407,,04744324d2b6b3e8cccb,1.0,"Why do you think Quora seems to side with the Democrats and the left? Seems every chance they get their bashing president trump,"
408,,0474c2a5098da5795b7f,3.0,"When would black Americans (second-class status) stop believing in America (USA) which consistently exploits and devastates them economically, politically, socially, etc.?"
409,,047504d7664c887ffb1d,5.0,What is Corbyn's best strategy to remove himself from under the cloud of anti-semitism?
410,,0475be06b46fed042231,1.0,"Why do Kannadigas misbehave against Tamils? Two incidents in two days. First Tamil Committee announcement in auto was questioned, secondly MGR posters kept in rememberance were damaged. Why aren’t the state lacking national integrity?"
411,,04779f970873ff5f76e3,0.0,What are the best investments in the next 5 years?
412,,04781ff49ff5956011fe,1.0,Isn't tyranny in England similar to tyranny in North Korea? Why do we talk about the evil North Korea while England does the same?
413,,04783b7f3243cf78e67a,1.0,When did Quora become the bullshit it is now with its irritating policy's and senseless moderators?
414,,04789f7fde0b79315c71,1.0,Why are only Delhi people against the demonetization?
415,,0479312d866e1d1d1465,1.0,"Do the Americans have any bitter history with the Palestinians? If they dont, why are they against the Palestinians?"
416,,047976435f1147696f82,3.0,Muslims tell me that my religious Hindu texts promote caste discrimination and hence my religion is inferior to theirs. What if told them back that their prophet promotes pedophilia? Would that be acceptable?
417,,0479aace49b922e99f55,2.0,"For those of you who claim that masturbation is healthy, are you lying to the masses?"
418,,047a70fc0dcc0539b968,1.0,Why is American politics and media so hypocritical?
419,,047aecf76d8a3ad635dc,1.0,Are senators as dumb in other hearings as they were during the Zuckerberg Facebook hearings?
420,,047b742f744964ae12f8,3.0,"How do we stop Republicans on Quora? They use social media to propagate or disseminate their message and fake news. Shouldn't Libertarians, 3rd parties and independents do more to ""quiet"" them?"
421,,047c49d412b965659dde,1.0,"Am I the only one, who think's Nancy Pelosi's recent statement that a bonus of $1,000 to $2,000 are ""crumbs"", far more resembles Marie Antoinette's infamous ""Let them eat cake”statement of disconnect, than Hillary Clinton's “Deplorables” statement?"
422,,047c50cc46f674b5998f,1.0,Can 42 old bribed white men sign a bill that leaves 22 million out of health care because the trophy hunter financial $ociopath wants tax cuts?
423,,047cb9d928c5cafd0483,3.0,When will liberals realize that higher taxes includes more corruption?
424,,047e4955c6b9d1d7e801,1.0,When is the left going to stop acting like spoiled brats and stop breaking windows and burning cars?
425,,047e6265ccea11c78565,4.0,When will Nibiru hit Earth?
426,,047ea3fa8c2238c80d51,1.0,"If atheists are so in favor of facts, why do they want separation of church and state when most European countries that never had separation of church and state are now secularized? Someone is lying."
427,,047ef740845ec1986ca2,1.0,"How long will it take until the world concludes that politics are corrupting the humankind to a dangerous extend, therefore we should be governed by artificial intelligence?"
428,,047f04eea91f8df78ce0,3.0,Why do I hate most of the people on Quora?
429,,047f8613774c0a146a37,1.0,"Why do liberals immediately jump to “comprehensive gun control”, when merely, enforcing existing laws would have prevented the incident?"
430,,04816944f20e044b5152,2.0,I fantasize about my mom is it normal?
431,,0481c598c3fecc9de9b6,1.0,Was Twitter invented to force atheist writers to draft shorter sentences so people can freaking understand what they are talking about?
432,,04825d7109b75a056ccc,1.0,What makes Americans think we live in a free society when social media supresses conservative news and promotes libtarded views?
433,,0482dd9245966dd24b0c,2.0,Why do guys want to crossdress?
434,,0483b20738b621bf742a,2.0,Is possible to have sex with mom in India?
435,,048415d9f92b1bee1dbe,1.0,If I killed someone (Murder) then can I join Indian Armed Forces?
436,,04850f591ac48fad2dd2,5.0,What the fuck I am doing in engineering?
437,,0485119be9cf48e0242e,3.0,Is the world really as misogynistic as the feminist movement claims it is or are they blowing smoke to cause unrest?
438,,0485635b09ded3d10e5f,2.0,Why do people think that if a guy wears skinny jeans that he must be gay?
439,,0485c68c75ca7ce02272,5.0,Can bleach cure autism?
440,,0486195d156f4ed29a85,1.0,Does David Miscavige believe what the Scientology Church preaches or is he just the ultimate conman?
441,,0486a3a15b27be422cef,1.0,Why do corrupt cops in Los Angeles and San Diego always shoot black people for no reason?
442,,0486bba98edcf1f9197b,3.0,"Why don't Malaysians accept people strange to them? I sat besides Malay family to charge my phone and father said ""it's not good"". Indonesians sat besides me when I didn't need it. They come more social and friendly."
443,,0486d95adb8d8d79ec4b,3.0,Is Bill Nye as much of a jerk as people say?
444,,0486f536ee5f85baff9f,1.0,"If they are more women, then why is the world controlled by men?"
445,,04876400eec2eed21159,3.0,Why do people from Africa stare non stop? Do they know its rude?
446,,048781c09d9aa99fb374,1.0,Why are Indian answers on Quora so horrible and unrealistic in quality?
447,,04898614ee92212c03e9,1.0,Why woman dont sexually attack a man?
448,,048b2ca22d028af0877d,3.0,"Is there anything more annoying than people asking could Saitama beat (insert anyone) in a fight? It's a gag manga, you aren't meant to take his power seriously. He beats anything and anyone in One Punch. It's a joke and the name of the series."
449,,048c36ca8cd6ab3cf564,4.0,Why would the scientific community and academia lie about planet Earth being flat?
450,,048e4320798c11cdc947,1.0,"Are Indian parents in America ever frustrated when they can't teach their kids the Indian way, realizing that Indian logic does not make sense?"
451,,048ed9df20bf5686267d,1.0,"Black people have far more disadvantages so I am curious are white people less able to deal with adverse circumstances since they seek therapy in greater numbers than other minority groups, and take their own lives at disproportionate rates?"
452,,04902e91065f7d4a8677,1.0,Dieudonne is a wildly popular Moroccan-French comedian whose material is shockingly anti-Semitic such as mocking concentration camp victims. His diatribe is feeding a growing wave of hatred and violence against Jews in Europe not seen since WWII Should he be free to foment race hatred?
453,,0490c002f4e21f467d11,2.0,Do you think that biological fathers fantasies about their daughters often as they get older?
454,,049180f8e1db4f6015cd,4.0,I am god will you worship me or its hell for you?
455,,04918762eb63a175ef8b,3.0,Why don't we kick all Muslims out of India as they are nothing more than rootless weeds and pests to our country?
456,,04930749face22c9d6e2,3.0,Why do most US citizens consider Russia and the Russian people as villains?
457,,049406b06eb5dbbf6064,2.0,I have almost uncontrollable urges to harm and kill my sisters new puppy. How can I stop these feelings?
458,,04946809737058f6eb34,1.0,Were The crooks I mean cops ever reprimanded for stealing the man's money? Just goes to show what a pack of dicks.
459,,0494c4320b46e51bc3ad,1.0,Why do Indians avoid taking risk?
460,,0494d70c9c01d7d0c340,1.0,"If I am going to hell anyway, why not sin as much as I want?"
461,,0494e4bbe8cf407d4f37,0.0,What are cheap medical items in Canada?
462,,04954bd96383974282ac,1.0,"Since employers will not hire ex-cons, should they tell them ""get your sorry ass back to lockup""?"
463,,049573cfe76de95c2fec,1.0,What do you think of Kurdish heroes putting olive branches on Turkish terrorists who have been killed in Turkish terrorist attacks on Syria?
464,,0495f4a270e8db006d6d,3.0,Does Ann Coulter have a male chromosome in her genome?
465,,049646cdb20810b6970c,2.0,Cannabis: an Exit Drug and Gateway to Rehab?
466,,04967e773166ef1853ac,1.0,Why are conservatives so mean?
467,,04973b7cf255910dbae9,4.0,"Could global warming be stopped, or considerably slowed, if women decreased their spending on clothes, shoes and fragrances to the same level as men?"
468,,0497c9d950c1a413aa19,4.0,Can a person with an oddly shaped head just like Zach Thomas from the Miami Dolphins love eating chicken Kiev?
469,,0497cc6db852c073a572,1.0,Which U.S. President has banged the most porn stars?
470,,04981f58cdf5ca56f870,1.0,Why are most Russians still fairly intolerant towards LGBTs but most people in Western countries have become very liberal and accepting towards them?
471,,04988d00a69dcbdec945,1.0,Why are Hindus generally weaker physically than others?
472,,04996d09ce7d72287ad1,1.0,"Why do so many writers, ask questions that have no answer or making no sense?"
473,,0499bb32cd555dcbdb57,1.0,"Why are gun right proponents constantly called on to justify arming teachers, but no one is called on to justify gun-free zones?"
474,,049a26074806bf497680,1.0,Why do Indians answer questions about Pakistan all the time? Is unemployment that bad in India?
475,,049a74e2edb24c98b166,1.0,"Is there a limit to how sacred, sacrosanct and important women should be considered and treated as? Or is there no limit and so it would be perfectly okay if tomorrow it is expected that women should be put on a pedestal, honored and venerated?"
476,,049acc0d51764b582a2e,1.0,Why is Narendra Modi in politics? Don't you think he should live the rest of his life as a sanyasi?
477,,049b268c951996b4d26d,1.0,How are Pakistanis able to so confidently and convincingly show their contempt for India?
478,,049d18fd87975f1aa8ba,1.0,"Are people of India so dumb that instead of supporting honest politician Arvind Kejriwal, they are supporting corrupt Modi?"
479,,049e51c9e2d1bb617fdf,1.0,How crazy are religious people?
480,,049e7fab15389b834064,5.0,What are some ways I can help melt the polar ice caps?
481,,04a047f3fd8d337b8272,5.0,Isn’t it time for the 2nd Amendment to be repealed? Isn’t now just a murderer’s charter?
482,,04a0b20417189939b7a6,1.0,Why does George Takei have to be gay and Asian? Isn't one more than enough?
483,,04a12cd3b11a039798bc,1.0,Should we ban Christianity so it doesn't offend Muslims or create a potential terrorist attack? (Muslims have nothing to do with terrorism)
484,,04a1d6beb37bf7da52dc,1.0,Corporate media is a terrified parasite. Donald Trump is already the best POTUS in decades and our best friend and hope. Seriously. Never-Trumpers: Why you don't See this?
485,,04a1e31cd41d7ca0090e,1.0,Why are liberals ok with discrimination against ugly people but not discrimination against sexy black people?
486,,04a28c243f070019ea27,1.0,Why are San Jose State University students so arrogant although SJSU is not even in top 300 colleges in US and has almost negligible admission bar?
487,,04a2ba2e056d81067a92,3.0,"In majority Muslim countries, why are Muslims allowed to seek converts, but Christians are not allowed to do the same?"
488,,04a37f4ff994900841ca,1.0,Why do girls wear provocative clothing and get offended when someone looks?
489,,04a384bc70580ec0294b,3.0,What is the one thing about Indian men that makes no sense?
490,,04a3ae62a2afdce69c4c,1.0,Doesn't the existence of Transgender people disprove the axiom that the two sexes are equal?
491,,04a45a2c4ef0d1b3f5fb,1.0,Why will Charles not be at Harry and Meghan's wedding?
492,,04a62f6a14c9b569451a,1.0,A young Japanese guy was smoking in the middle of a long line with a lot of people (outside a ramen restaurant). Is it common for Japanese people to be so inconsiderate of other people?
493,,04a77e25aa92a5bfcf22,1.0,Why do many Muslims say that the Mughals were great emperors despite them killing many Hindus and destroying their temple? Is it good for humanity’s point of view?
494,,04a78952f07ed39c1892,1.0,Is it pathetic and insensitive for Singaporeans to be unhappy about their government given the various incompetent governments out there?
495,,04a7ae051d691cce097d,1.0,"Why are people so inconsiderate of others around them, and why especially more so when they are driving?"
496,,04a8dadbb30089be0fd1,1.0,"Why do Republicans believe in a ""satanic pedophile ring run by Democrats and celebrities?"" I am so sick of this stupidity."
497,,04a8dc189f694c708bbb,1.0,What percentage of Indian girls are gold diggers on an average?
498,,04a94a50b92897b9d82e,5.0,She is nice and pretty but not very smart. How can I tell her without hurting her?
499,,04a9a65f6e925cecc986,1.0,"Why most Europeans (Italian, French, Spanish, Greek) seems not be ambitious?"
500,,04aa9b144851180bc981,1.0,Don't you think that there is race between Christian and Muslim to convert the people from other belief?
501,,04ada30d994fcd856f90,4.0,What will happen if no Muslim is left in the world?
502,,04aec31c10b3b21f6938,1.0,Are women made only for reproduction?
503,,04b0440f9530d38ab437,4.0,What would an Orthodox Jew do if he woke up in the morning with 100 spiders all in his bed on Shabbat?
504,,04b16b4d3341fd57e658,1.0,"If I convert to Islam, do I have to contribute to terrorism?"
505,,04b1ca5e2cf7d43aa5f8,1.0,Why is the West so accepting of the Islam when it is intentionally trying to destroy them?
506,,04b2572b3fd4e2f98192,3.0,"President Trump stated he'd read in a major newspaper that Canadians are smuggling goods back into Canada because of high tariffs. Was he not concerned that, being in a major newspaper, it may have been 'fake news'?"
507,,04b2866ff0d6cb87a156,2.0,Can I hug another boy while were are both shirtless?
